#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TIC ID, RA, Dec, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority, eneg_EBV, epos_EBV, EBVflag, eneg_Mass, epos_Mass, eneg_Rad, epos_Rad, eneg_rho, epos_rho, eneg_logg, epos_logg, eneg_lum, epos_lum, eneg_dist, epos_dist, distflag, eneg_Teff, epos_Teff, TeffFlag, gaiabp, e_gaiabp, gaiarp, e_gaiarp, gaiaqflag, starchareFlag, VmagFlag, BmagFlag, splists, e_RA, e_Dec, RA_orig, Dec_orig, e_RA_orig, e_Dec_orig, raddflag, wdflag, MAST Object ID
#@string, ra, dec, float, float, float, string, string, string, string, string, string, string, string, string, string, string, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, string, float, float, float, float, int, string, string, string, string, float, float, float, float, float, float, int, int, string
ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
333657795,49.17762381,15.65722506,111.854,-202.255,8.1359,STAR,tmgaia2,20190415,15249,1232-00690-1,529-005751,03164262+1539260,,J031642.70+153923.9,3.03986E+16,42879596,,0.0900711,0.0781782,15.6752,0.0697719,9.43,0.0845222,8.76,0.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.492,0.021,7.208,0.049,7.116,0.024,7.054,0.041,7.105,0.02,7.12,0.017,7.111,0.108,8.59089,0.000272,0.006,5640,111.033,4.35023,0.0741608,-0.05,0.04,1.10641,0.0502312,1,0.123961,DWARF,1.11595,0.028105,63.6796,0.28505,0,0,36,0.01417908,,,0,0,0,,0.12195,0.125972,0.0516889,0.0487734,0.103547,0.197217,0.101935,0.0463866,0.0312653,0.0249447,0.2838,0.2863,bj2018,122.638,99.4286,spect,8.96473,0.003052,8.0949,0.00272,1,,mermil,mermil,planetcandidate,1.410573192,1.212297629,49.17812396,15.65635424,0.061434207,0.036029892,1,0,44994373
445926336,49.51889831,6.484337307,71.3973,-107.916,8.1875,STAR,tmgaia2,20190415,15362,0062-00330-1,483-004818,03180453+0629035,,J031804.58+062902.4,1.01761E+16,38123751,,0.142175,0.128066,11.5177,0.0805246,9.392,0.061,8.8,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.526,0.02,7.207,0.067,7.127,0.015,7.086,0.038,7.125,0.021,7.133,0.018,7.196,0.104,8.63361,0.00044,0.006,5642.88,104.6,4.10105,0.0702729,-0.064,0.033,1.47403,0.063897,1,0.124366,DWARF,1.984784,0.05543725,86.6121,0.60865,0,0,47,0.0479794,,,0.002672018,0,0,,0.115578,0.133153,0.057398,0.070396,0.0666992,0.0544979,0.0921263,0.0484195,0.0527722,0.0581023,0.6045,0.6128,bj2018,96.9551,112.245,spect,8.99969,0.002187,8.14784,0.003092,1,,hipvmag,apassdr9,planetcandidate,2.208361341,1.985959335,49.51920769,6.483872668,0.070212539,0.060976809,1,0,45102314
435286567,52.91823663,17.25171106,96.5509,-40.8014,9.1697,STAR,tmgaia2,20190415,,1238-00066-1,537-006431,03314036+1715062,,J033140.45+171505.7,5.48633E+16,42892043,,0.0935042,0.0644315,11.4349,0.0508564,10.525,0.069,9.836,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.517,0.027,8.186,0.023,8.176,0.018,8.084,0.022,8.139,0.02,8.114,0.023,8.56,0.405,9.62316,0.000255,0.006,5626.73,144.042,4.48528,0.084924,0.114515,0.0137647,0.94709,0.054995,1,0.121641,DWARF,0.8100309,0.0213291,87.2334,0.38995,0,0,45,0.005803466,,,0,0,0,,0.0923283,0.150954,0.056696,0.053294,0.293116,0.272187,0.0807943,0.0890538,0.0250963,0.0175619,0.3882,0.3917,bj2018,108.891,179.194,spect,9.99213,0.000869,9.12532,0.001046,1,,tycho2v3,tycho2b3,planetcandidate,1.466599328,0.999089109,52.91867191,17.25153539,0.045421012,0.028298881,1,0,47683885
65084033,53.02123821,43.66987202,298.597,-119.709,7.986,STAR,tmgaia2,20190415,16467,2874-00788-1,669-018740,03320507+4340116,,,2.38522E+17,,,0.0836897,0.0673545,18.2201,0.0421701,9.308,0.03,8.56,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.341,0.019,7.062,0.026,6.949,0.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.43952,0.000252,0.006,5623,110.215,4.41412,0.0756517,-0.00205882,0.0257248,1.02796,0.047304,1,0.130192,DWARF,0.9517363,0.0235567,54.7977,0.1276,0,0,260,0.07749302,,,0.005132572,0,0,,0.162313,0.0980711,0.0339332,0.0606749,0.170897,0.217972,0.0679389,0.0833644,0.0263484,0.020765,0.1273,0.1279,bj2018,126.138,94.2926,spect,8.8083,0.000715,7.9413,0.000802,1,,hipvmag,tycho2b3,planetcandidate,1.3978294,1.044253118,53.02301558,43.66935662,0.032923895,0.023227924,1,0,48220378
113978652,54.67336456,20.04876817,0.261841,3.19976,9.5407,STAR,tmgaia2,20190415,,1243-00226-1,551-007238,03384161+2002555,,J033841.60+200255.6,5.7361E+16,,,0.158603,0.163054,10.6352,0.111202,10.889,0.091,10.253,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.927,0.021,8.589,0.026,8.509,0.016,8.472,0.022,8.519,0.02,8.496,0.025,8.219,0.288,10.0021,0.000944,0.0061,5656.79,100.815,4.58397,0.0709423,0.012,0.016,0.845376,0.0365653,1,0.127385,DWARF,0.6592876,0.02019025,93.7902,0.9857,0,0,51,0.002685801,,,0,0,0,,0.133674,0.121097,0.0336869,0.0394437,0.322195,0.322164,0.0686265,0.073258,0.0237394,0.0166411,0.9755,0.9959,bj2018,105.475,96.1551,spect,10.3778,0.002485,9.4948,0.002759,1,,tycho2v3,tycho2b3,planetcandidate,2.497580449,2.528402891,54.67336576,20.04878195,0.074865111,0.073408905,1,0,49198630
440702883,58.02332277,22.67163194,206.848,-339.445,6.9315,STAR,tmgaia2,20190415,18097,1800-00344-1,564-008275,03520556+2240185,,,6.40854E+16,46099614,,0.0876248,0.0596847,33.4459,0.0432399,8.258,0.0634429,7.575,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.32,0.026,5.971,0.018,5.918,0.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.38608,0.000178,0.006,5633.02,109.106,4.5232,0.0719754,-0.08,0.1,0.906642,0.0408041,1,0.12551,DWARF,0.7456439,0.01745805,29.8732,0.03885,0,0,88,0.00129348,,,0,0,0,,0.0946088,0.156411,0.0372769,0.0443312,0.193184,0.333693,0.0537172,0.0902335,0.0193356,0.0155805,0.0388,0.0389,bj2018,118.878,99.3342,spect,7.75996,0.000729,6.89082,0.00098,1,,mermil,mermil,planetcandidate,1.385798287,0.925319641,58.02428795,22.67017044,0.040597052,0.01956149,1,0,53242885
242963326,59.04375966,17.03340822,2.50074,-25.9786,9.4509,STAR,tmgaia2,20190415,,1253-00364-1,536-007613,03561050+1702003,,J035610.49+170200.0,4.95409E+16,42913860,,0.0896716,0.0569224,10.2381,0.0468248,10.794,0.078,10.088,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.829,0.029,8.519,0.018,8.462,0.017,8.419,0.022,8.46,0.02,8.45,0.024,8.47,0.343,9.89219,0.000211,0.006,5654.79,99.3969,4.50657,0.0724614,-0.118,0.012,0.924166,0.0385528,1,0.128564,DWARF,0.7867933,0.0201453,97.4021,0.4476,0,0,71,0.008260613,,,0,0,0,,0.0997606,0.157367,0.037195,0.0399106,0.197282,0.303541,0.0890385,0.0558842,0.0184814,0.0218092,0.4456,0.4496,bj2018,104.106,94.6877,spect,10.2474,0.000648,9.40534,0.000895,1,,tycho2v3,tycho2b3,planetcandidate,1.406011355,0.882574947,59.04377092,17.03329637,0.041206123,0.022140191,1,0,54089821
450249698,61.95311228,59.57324787,53.5634,-74.4866,8.9803,STAR,tmgaia2,20190415,,3730-00733-1,748-032142,04074874+5934236,,J040748.82+593422.8,4.70563E+17,57768863,,0.0550274,0.0457635,12.5246,0.0337228,10.352,0.049,9.639,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.362,0.037,8.086,0.053,7.936,0.027,7.899,0.026,7.961,0.02,7.933,0.019,7.911,0.187,9.44622,0.000306,0.006,5631.7,145.979,4.49494,0.0902147,0.289,0.021,0.936626,0.0548618,1,0.12994,DWARF,0.7950327,0.020236,79.6593,0.2156,0,0,506,0.01931981,,,0.000443067,0,0,,0.137594,0.122287,0.0538266,0.055897,0.25783,0.352842,0.0917899,0.0886395,0.0227513,0.0177207,0.215,0.2162,bj2018,152.916,139.042,spect,9.82691,0.00088,8.93465,0.000864,1,,tycho2v3,tycho2b3,planetcandidate,0.98334913,0.70966911,61.95356766,59.57292716,0.033894319,0.021798333,1,0,56412157
283792891,63.85744647,6.199652576,-101.763,-111.982,6.3087,STAR,tmgaia2,20190415,19855,0080-00204-1,481-006477,04152578+0611588,,J041525.72+061157.4,3.28522E+18,38908173,,0.0797046,0.0545113,45.2404,0.0448983,7.631,0.025,6.95338,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.695,0.023,5.456,0.04,5.271,0.018,5.319,0.093,5.095,0.028,5.306,0.015,5.255,0.039,6.76274,0.000503,0.006,5654.76,133.928,4.54352,0.0805814,-0.0343094,0.0365355,0.88567,0.0472161,1,0.127775,DWARF,0.7225958,0.017122,22.09,0.02205,0,0,43,0.8844979,,,0.008164021,0,0,,0.106158,0.149391,0.0374553,0.0569769,0.226504,0.417131,0.0870065,0.0741563,0.0187558,0.0154882,0.022,0.0221,bj2018,135.739,132.117,spect,7.14108,0.001823,6.27317,0.002491,1,,sirful,tycho2b3,planetcandidate,1.237796266,0.845363663,63.85700574,6.199170431,0.037394145,0.027225254,1,0,58506851
434230605,63.60687592,14.62503323,107.814,-14.0155,7.8338,STAR,tmgaia2,20190415,19781,0679-00597-1,524-007799,04142562+1437300,,J041425.72+143729.9,3.31151E+18,42344186,,0.117173,0.0802163,20.3308,0.0554548,9.147,0.035,8.45,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.216,0.029,6.916,0.024,6.825,0.017,6.796,0.071,6.776,0.021,6.789,0.015,6.905,0.106,8.28995,0.00077,0.0061,5642.11,102.004,4.45604,0.0735406,0.23,0.05,0.979518,0.0403819,1,0.130668,DWARF,0.8759623,0.02045765,49.1171,0.1348,0,0,63,0.000947558,,,0.005515206,0,0,,0.104527,0.156809,0.0317739,0.04899,0.189659,0.233985,0.0691863,0.0778949,0.0191572,0.0217581,0.1345,0.1351,bj2018,108.873,95.1359,spect,8.66246,0.003311,7.79025,0.002284,1,,hipvmag,tycho2b3,planetcandidate,1.831755701,1.243716043,63.60735566,14.62497288,0.049964708,0.030063006,1,0,58629860
435907579,64.78336694,17.52475515,113.001,-28.0533,7.8073,STAR,tmgaia2,20190415,20146,1268-00352-1,538-008578,04190798+1731291,,J041908.08+173128.8,4.7345E+16,42932326,,0.12574,0.0869866,21.2944,0.058743,9.17,0.117405,8.437,0.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.134,0.023,6.872,0.02,6.787,0.016,6.761,0.075,6.782,0.02,6.797,0.018,6.744,0.087,8.27003,0.000496,0.006,5626.03,138.229,4.48288,0.0827697,0.15,0.003,0.949713,0.0542111,1,0.122222,DWARF,0.814118,0.020161,46.8975,0.1302,0,0,66,0.000354481,,,0,0,0,,0.158868,0.0855756,0.0448859,0.0635362,0.248226,0.284993,0.0840647,0.0814747,0.0182706,0.0220514,0.1298,0.1306,bj2018,159.618,116.839,spect,8.64836,0.002393,7.76271,0.001447,1,,mermil,mermil,planetcandidate,1.972938844,1.348664913,64.78387715,17.52463437,0.061326561,0.031700473,1,0,59656074
17458724,66.79845976,19.46073034,32.5135,5.90436,9.1939,STAR,tmgaia2,20190415,,1273-00668-1,548-009539,04271162+1927387,,J042711.65+192738.7,4.80266E+16,42938461,,0.498849,0.35069,11.6633,0.197491,10.53,0.076,9.816,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.53,0.024,8.208,0.02,8.142,0.017,8.097,0.021,8.148,0.02,8.133,0.029,7.839,NaN,9.65728,0.000309,0.006,5630.05,141.71,4.51667,0.0841487,0.148854,0.0124939,0.913477,0.0530704,1,0.123252,DWARF,0.7553343,0.03082045,85.5708,1.4577,0,0,96,0.002247429,,,0,0,0,,0.141417,0.105087,0.0629472,0.0431935,0.297703,0.328463,0.0757581,0.0925392,0.0297875,0.0318534,1.4333,1.4821,bj2018,115.775,167.644,spect,10.0338,0.000847,9.14675,0.000965,1,,tycho2v3,tycho2b3,planetcandidate,7.847486344,5.4370608,66.79860823,19.46075576,0.196770154,0.121860614,1,0,61497745
268221148,67.58357791,28.1318642,142.509,49.5663,5.8649,STAR,tmgaia2,20190415,21010,1841-01370-1,591-012621,04302003+2807548,,J043020.17+280755.3,1.52669E+17,,,0.0951401,0.075881,24.6421,0.0411981,7.229,0.021,6.53217,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.182,0.037,5.043,0.222,4.768,0.018,4.815,0.205,4.614,0.117,4.788,0.015,4.717,0.041,6.33175,0.000408597,0.0061,5639.88,104.472,3.83891,0.0693014,-0.0349541,0.0287348,1.99332,0.0869851,1,0.11821,DWARF,3.621831,0.08306475,40.5335,0.0682,0,0,134,0.000498862,,,0.002665458,0,0,,0.139699,0.096721,0.118928,0.0550422,0.0219145,0.0250544,0.060882,0.0777209,0.0792528,0.0868767,0.0681,0.0683,bj2018,76.7812,132.163,spect,6.71718,0.002476,5.82295,0.003999,1,,sirful,tycho2b3,planetcandidate,1.520742445,1.176520975,67.58427368,28.13207762,0.038520203,0.029323117,1,0,62832606
19331152,82.02493435,22.93045668,-117.749,-83.2358,8.0588,STAR,tmgaia2,20190415,25586,1848-01880-1,565-016981,05280600+2255498,,J052805.89+225548.7,3.41614E+18,,,0.104363,0.0754287,18.1837,0.0550032,9.343,0.031,8.67,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.407,0.019,7.082,0.016,7.04,0.027,7.007,0.051,7.05,0.02,7.064,0.018,6.925,0.083,8.50319,0.00029,0.006,5634.75,108.065,4.44187,0.0719773,-0.12,0.0212132,0.995631,0.0448845,1,0.128122,DWARF,0.9003068,0.02133315,54.9077,0.1671,0,0,293,0.006145197,,,0,0,0,,0.162251,0.093994,0.0494925,0.0402764,0.188603,0.20681,0.0812503,0.0627042,0.0244592,0.0182071,0.1666,0.1676,bj2018,105.842,110.289,spect,8.86602,0.001914,8.01766,0.003114,1,,hipvmag,tycho2b3,planetcandidate,1.651291331,1.169822406,82.02438388,22.93009831,0.049086538,0.039809323,1,0,82826385
59272933,85.39329212,15.21369691,71.9191,-200.579,7.0629,STAR,tmgaia2,20190415,26807,1298-00228-1,527-015224,05413439+1512495,,J054134.43+151247.2,3.34782E+18,43073858,,0.0884756,0.0709252,26.1312,0.051531,8.406,0.131,7.67,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.453,0.021,NaN,NaN,6.064,0.017,6.078,0.105,6.019,0.033,6.102,0.016,6,0.051,7.50559,0.000296,0.0061,5636.15,107.251,4.3582,0.07302,-0.0108824,0.0257248,1.09631,0.0482563,1,0.122663,DWARF,1.092669,0.02692575,38.2263,0.07585,0,0,304,0.009681822,,,0.000563744,0,0,,0.109456,0.13587,0.0496729,0.0468397,0.176458,0.13003,0.0784783,0.0675618,0.0264893,0.0273622,0.0757,0.076,bj2018,102.198,112.304,spect,7.87529,0.002226,7.03039,0.004013,1,,hipvmag,apassdr9,planetcandidate,1.384291901,1.100106115,85.39361302,15.21283331,0.045436833,0.041033038,1,0,88402814
79681628,90.6423836,27.40293186,84.7727,-193.672,8.521,STAR,tmgaia2,20190415,,1872-01994-1,588-025173,06023415+2724107,,J060234.24+272408.5,3.43045E+18,48067817,,0.0741496,0.0605759,14.4136,0.0411256,9.867,0.042,9.182,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.926,0.032,7.575,0.02,7.497,0.021,7.482,0.033,7.533,0.021,7.529,0.019,7.533,0.183,8.97119,0.000272,0.006,5632.38,141.205,4.42688,0.0823553,0.115357,0.0191511,1.01296,0.0585327,1,0.128256,DWARF,0.9303565,0.02364865,69.2409,0.19865,0,0,485,0.01767762,,,0,0,0,,0.089548,0.166964,0.0695261,0.0475392,0.189661,0.255696,0.071424,0.0932865,0.0189158,0.0283815,0.1981,0.1992,bj2018,106.007,176.403,spect,9.34039,0.001488,8.48031,0.002229,1,,tycho2v3,tycho2b3,planetcandidate,1.183637759,0.939529135,90.64279473,27.402098,0.039431068,0.03364695,1,0,96501471
274671249,92.08908792,50.75393074,-125.808,-213.687,8.1534,STAR,tmgaia2,20190415,29113,3386-00063-1,704-040481,06082138+5045141,,J060821.24+504511.9,9.71775E+17,55558365,,0.100762,0.087609,15.9078,0.0549147,9.384,0.031,8.77,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.523,0.032,7.112,0.063,7.081,0.029,7.029,0.054,7.049,0.019,7.065,0.016,7.197,0.133,8.59691,0.000288,0.006,5626.26,149.004,4.36079,0.0852583,-0.433,0.012,1.09305,0.0658493,1,0.125586,DWARF,1.07858,0.0274717,62.7492,0.21785,0,0,150,0.002548967,,,0.004591586,0,0,,0.0972678,0.153905,0.0543251,0.0773734,0.177193,0.190231,0.0823664,0.0881502,0.0366755,0.0182679,0.2171,0.2186,bj2018,187.652,110.356,spect,8.95561,0.001902,8.10904,0.002535,1,,hipvmag,tycho2b3,planetcandidate,1.729605243,1.358928797,92.08823172,50.7530107,0.058901843,0.05184391,1,0,99198533
307943195,99.39125181,12.1805573,-74.7983,-284.085,6.1933,STAR,tmgaia2,20190415,31660,0741-01283-1,511-026979,06373390+1210505,,,3.35215E+18,41559740,,0.0822079,0.0727106,37.4978,0.0481991,7.547,0.023,6.84,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.561,0.029,5.277,0.034,5.174,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.65277,0.000368,0.0061,5638.57,145.242,4.33123,0.0827293,0.1,0.03,1.13089,0.0647412,1,0.12762,DWARF,1.164693,0.02856325,26.6477,0.03445,0,0,516,0.411754,,,0.000592383,0,0,,0.0978281,0.157411,0.082194,0.0472884,0.154408,0.172146,0.0854067,0.0800518,0.0280942,0.0290323,0.0344,0.0345,bj2018,118.535,171.949,spect,7.03978,0.00207,6.1607,0.00419,1,,hipvmag,tycho2b3,planetcandidate,1.282124399,1.127764147,99.39092234,12.17933416,0.041469296,0.041118586,1,0,110740616
387150980,103.7125672,12.13554613,1.02185,-3.03795,9.6753,STAR,tmgaia2,20190415,,0756-01758-1,511-032153,06545101+1208079,,J065451.01+120807.9,3.35145E+18,40530950,,0.0822811,0.0728918,10.4212,0.0423666,10.982,0.095,10.237,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.066,0.018,8.764,0.03,8.68,0.022,8.623,0.023,8.663,0.02,8.644,0.03,8.335,NaN,10.1184,0.000709,0.006,5644.1,101.371,4.60872,0.0714733,-0.35,0.012,0.821621,0.0346231,1,0.126744,DWARF,0.6171868,0.01542485,95.6948,0.3909,0,0,384,0.01323043,,,0.000309392,0,0,,0.103257,0.150231,0.0266337,0.0426126,0.218284,0.471055,0.0817053,0.0612413,0.0187624,0.0120873,0.3893,0.3925,bj2018,114.231,88.5117,spect,10.4751,0.001183,9.62928,0.000979,1,,tycho2v3,tycho2b3,planetcandidate,1.28320668,1.130517154,103.7125717,12.13553305,0.041283832,0.039613764,1,0,117375527
301780349,104.1424389,1.162084596,-8.91099,-577.709,6.7643,STAR,tmgaia2,20190415,33382,0149-02914-1,456-026171,06563418+0109435,,,3.11391E+18,35673690,,0.0930375,0.0921921,31.7248,0.0435935,8.115,0.132,7.41,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.146,0.019,5.833,0.027,5.721,0.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.21803,0.000289,0.006,5640,105.262,4.41268,0.0731672,-0.01,0.1,1.02966,0.0435829,1,0.125958,DWARF,0.9664948,0.0219439,31.4924,0.04355,0,0,551,0.007911456,,,0.000678939,0,0,,0.117592,0.134323,0.0413698,0.045796,0.188568,0.175103,0.0694945,0.0768398,0.0267894,0.0170984,0.0435,0.0436,bj2018,111.952,98.5717,spect,7.59322,0.001567,6.72595,0.00251,1,,hipvmag,apassdr9,planetcandidate,1.443025587,1.429808849,104.1424005,1.159597238,0.050115312,0.048749415,1,0,118012975
252909848,104.6572233,51.86720877,-164.836,-209.762,7.4379,STAR,tmgaia2,20190415,33580,3403-00571-1,710-045776,06583774+5152022,,,9.81158E+17,55568436,,0.0723158,0.0553653,24.8467,0.0507126,8.758,0.027,8.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.805,0.019,6.507,0.02,6.47,0.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.88781,0.000303,0.006,5646,121.372,4.4704,0.0774219,-0.01,0.1,0.963465,0.0474171,1,0.125596,DWARF,0.8498265,0.02113865,40.2001,0.0826,0,0,94,0.000878178,,,0.006839443,0,0,,0.108199,0.142994,0.0508397,0.0439945,0.181702,0.300129,0.0623973,0.0924466,0.0248885,0.0173888,0.0824,0.0828,bj2018,89.141,153.603,spect,8.25742,0.002156,7.39782,0.001848,1,,hipvmag,tycho2b3,planetcandidate,1.246899987,0.858824254,104.656074,51.86630563,0.035255459,0.033716815,1,0,118644100
291972560,106.4144944,0.274330328,50.606,-38.2104,8.6889,STAR,tmgaia2,20190415,,0162-01277-1,452-028810,07053947+0016275,,J070539.51+001627.1,3.11281E+18,35770385,,0.0810615,0.0726025,13.1108,0.0513227,9.977,0.044,9.329,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.081,0.024,7.786,0.042,7.712,0.027,7.649,0.03,7.716,0.019,7.687,0.019,7.68,0.165,9.12897,0.000284,0.006,5654.16,100.86,4.41538,0.0696904,-0.023,0.017,1.02647,0.0409598,1,0.12189,DWARF,0.9701948,0.02370155,76.1068,0.29955,0,0,513,0.01053287,,,0.000399023,0,0,,0.129726,0.114054,0.0417201,0.0401995,0.155583,0.197504,0.0796928,0.059688,0.0204152,0.0269879,0.2984,0.3007,bj2018,108.698,93.0223,spect,9.48681,0.001384,8.64719,0.002328,1,,tycho2v3,tycho2b3,planetcandidate,1.257197831,1.126102153,106.4147123,0.274165811,0.043157629,0.04145788,1,0,120505875
292351425,106.8156214,3.319047696,-32.0057,-0.236375,8.5004,STAR,tmgaia2,20190415,,0166-03013-1,467-026391,07071574+0319086,,J070715.72+031908.5,3.11606E+18,36212950,,0.0755534,0.0651615,16.5846,0.039536,9.867,0.04,9.101,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.85,0.024,7.563,0.021,7.474,0.029,7.38,0.029,7.457,0.022,7.43,0.018,7.267,0.147,8.96739,0.000588,0.006,5653.62,106.597,4.55434,0.0721992,0.179,0.061,0.874705,0.0377261,1,0.126009,DWARF,0.704246,0.0167339,60.1922,0.1443,0,0,428,0.01499292,,,0.000540317,0,0,,0.0867966,0.165221,0.0429774,0.0324749,0.345728,0.249628,0.0851876,0.0592109,0.0184931,0.0149747,0.144,0.1446,bj2018,98.6362,114.557,spect,9.35154,0.002543,8.4572,0.00243,1,,tycho2v3,tycho2b3,planetcandidate,1.17215883,1.010511086,106.8154834,3.319046679,0.037177708,0.032032652,1,0,121072021
